restaurantId,name,status,itemCount,menuVerdict,allergenSourceVerdict,extractionVerdict,criticalFindings,highFindings,repairStatus,updatedAt
replacement-riviera-tapas-bar-riverdale-md,Riviera Tapas Bar,pending,122,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
roaming-rooster-dc,Roaming Rooster,pending,31,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
roaming-rooster-skyland-dc,Roaming Rooster Skyland Town Center,pending,29,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
robeks,Robeks,pending,79,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
rocklands-bbq-dc,Rocklands Barbeque and Grilling Company DC,pending,79,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-roll-play-10661106334,Roll Play,pending,109,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
roll-play-falls-church-dc-metro,Roll Play Falls Church,pending,29,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-roofers-union-washington-dc,Roofers Union,pending,32,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
rooster-owl-dc,Rooster & Owl,pending,55,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
roots-cafe-mclean-dc-metro,Roots Cafe McLean,pending,53,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
rosa-mexicano-washington-dc-dc-metro,Rosa Mexicano,pending,20,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-roscoe-s-pizzeria-takoma-park-md,Roscoe's Pizzeria,pending,96,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
rose-ave-bakery-dc,Rose Ave Bakery,pending,35,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
roses-luxury-dc,Rose's Luxury,pending,11,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-rosemarino-d-italia-i-dupont-circle-washington-dc,Rosemarino D'Italia I Dupont Circle,pending,30,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
rosselli-dc,Rosselli,pending,43,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
roti-noma-dc,Roti Modern Mediterranean,pending,38,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
chain-roy-rogers,Roy Rogers,pending,93,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-royal-nepal-bistro-vienna-va,Royal Nepal Bistro,pending,50,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
royal-restaurant-alexandria-dc-metro,Royal Restaurant Alexandria,pending,43,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
rpm-italian-dc,RPM Italian DC,pending,184,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-ruan-thai-restaurant-wheaton-md,Ruan Thai Restaurant,pending,38,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
ruby-tuesday,Ruby Tuesday,pending,242,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
rumi-s-kitchen-dc-washington-dc-dc-metro,Rumi's Kitchen - DC,pending,35,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-rus-uz-3732378171,Rus Uz,pending,46,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
rus-uz-arlington-dc-metro,Rus Uz Arlington,pending,35,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
rustico-alexandria-dc-metro,Rustico Alexandria,pending,43,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
ruta-dc,Ruta Ukrainian Restaurant,pending,37,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
ruths-chris,Ruth's Chris Steak House,pending,129,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
ruths-chris-tysons-corner-va,Ruth's Chris Steak House Tysons Corner,pending,82,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
ruthie-s-all-day-arlington-va-dc-metro,Ruthie's All-Day,pending,115,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
rye-bunny-dc,Rye Bunny,pending,0,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-saahil-dulles-va,Saahil,pending,19,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sababa-dc,Sababa,pending,50,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sakaki-izakaya-arlington-va,Sakaki Izakaya,pending,32,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sakana-dc,Sakana Japanese Restaurant,pending,104,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-sala-thai-2812475004,Sala Thai,pending,104,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
salt-and-vine-washington-dc-dc-metro,Salt & Vine,pending,105,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-san-pancho-takoma-park-md,San Pancho,pending,52,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-sandwich-republic-springfield-va,Sandwich Republic,pending,30,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-santini-s-new-york-style-deli-626331914,Santini's New York Style Deli,pending,110,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sardi-s-pollo-a-la-brasa-beltsville-washington-dc-dc-metro,Sardi's Pollo A La Brasa - Beltsville,pending,44,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sardi-s-pollo-a-la-brasa-langley-park-takoma-park-md-dc-metro,Sardi's Pollo A La Brasa - Langley Park,pending,44,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
chain-sarku-japan,Sarku Japan,pending,45,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-satay-club-asian-restaurant-washington-dc,Satay Club Asian restaurant,pending,185,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
saya-saltena-dc,Saya Salteña,pending,31,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sbarro,Sbarro,pending,86,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-scarlet-oak-restaurant-and-bar-washington-dc,Scarlet Oak Restaurant & Bar,pending,21,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sense-of-thai-ashburn-ashburn-va-dc-metro,Sense of Thai Ashburn,pending,50,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-seoul-food-d-c-takoma-park-md,Seoul Food D.C.,pending,35,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
seoulspice-dc,SEOULSPICE,pending,32,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sequoia-dc-washington-dc-dc-metro,Sequoia DC,pending,15,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
ser-restaurant-arlington-va,SER Restaurant,pending,122,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-seray-vienna-va,Seray,pending,99,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
service-bar-dc,Service Bar,pending,29,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sette-osteria-washington-dc-dc-metro,Sette Osteria,pending,133,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
seven-reasons-dc,Seven Reasons,pending,51,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-sfizi-cafe-falls-church-va,Sfizi Cafe,pending,136,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sfoglina-downtown-dc,Sfoglina Downtown,pending,37,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
shake-shack,Shake Shack,pending,198,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
shamshiry-vienna-va-dc-metro,Shamshiry,pending,12,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
shaw-s-tavern-washington-dc-dc-metro,Shaw's Tavern,pending,102,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sheesh-chantilly-dc-metro,Sheesh Chantilly,pending,117,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-sheesh-11238675675,Sheesh Grill,pending,139,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
shia-dc,SHIA,pending,10,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
shilling-canning-company-dc,Shilling Canning Company,pending,22,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
shoto-dc,Shoto,pending,0,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
siam-house-washington-d-c-washington-dc-dc-metro,"Siam House, Washington, D.C.",pending,92,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sicilian-pizza-h-street-dc,Sicilian Pizza H Street,pending,138,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
side-door-pizza-dc,Side Door Pizza,pending,54,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-silk-road-choyhona-gaithersburg-md,Silk Road Choyhona,pending,65,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
silver-bethesda-md-dc-metro,Silver,pending,269,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
silver-and-sons-bbq-bethesda-md,Silver and Sons BBQ,pending,132,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
silver-diner-dc,Silver Diner,pending,176,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-silver-social-washington-dc,Silver Social,pending,43,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
silverado-annandale-va-dc-metro,Silverado,pending,107,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
simona-cafe-arlington-va,Simona Cafe,pending,114,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sisters-thai-fairfax-va-dc-metro,Sisters Thai,pending,128,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
six-street-hospitality-inc-washington-dc-dc-metro,SIX STREET HOSPITALITY INC,pending,14,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-sixty-vines-reston-reston-va,Sixty Vines Reston,pending,16,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sixty-vines-reston-va,Sixty Vines Reston,pending,15,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sk-shawarma-suhair-s-kitchen-sterling-va-dc-metro,SK Shawarma - Suhair's Kitchen,pending,24,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
slice-and-pie-14th-dc,Slice & Pie 14th Street,pending,34,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
smashburger,Smashburger,pending,45,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-smokecraft-modern-barbecue-arlington-va,Smokecraft Modern Barbecue,pending,94,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
smoothie-king,Smoothie King,pending,325,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
so-korean-bbq-centreville-va-dc-metro,Sō Korean BBQ,pending,19,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-social-burger-vienna-va,Social Burger,pending,47,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
society-seafood-house-silver-spring-md-dc-metro,Society Seafood House,pending,56,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-sofra-washington-dc,Sofra,pending,40,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
soko-butcher-dc-metro,Soko Butcher,pending,47,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-solace-outpost-washington-dc,Solace Outpost,pending,38,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sonic,Sonic Drive-In,pending,139,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sonnys-pizza-dc,Sonny's Pizza,pending,27,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sook-dc,Sook DC,pending,14,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-sorimmara-annandale-annandale-va,Sorimmara Annandale,pending,12,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sorn-thai-mclean-va,Sorn Thai,pending,94,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
south-block-dc,South Block,pending,50,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-south-house-garden-gaithersburg-md,South House Garden,pending,18,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-southeast-impression-fairfax-va,Southeast Impression,pending,77,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
spacebar-falls-church-va-dc-metro,Spacebar,pending,26,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-spice-kraft-indian-bistro-arlington-va,Spice Kraft Indian Bistro,pending,105,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-spice-street-restaurant-silver-spring-md,Spice Street Restaurant,pending,101,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
spin-pollo-falls-church-va,Spin Pollo,pending,61,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
st-anselm-dc,St. Anselm,pending,46,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
st-james-dc,St. James,pending,32,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
stachowski-market-dc,Stachowski Market,pending,13,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
stans-dc,Stan's Restaurant,pending,100,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
starbucks,Starbucks,pending,154,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
station-4-dc,Station 4,pending,121,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
steak-n-egg-tenleytown-dc,Steak 'n Egg Diner Tenleytown,pending,78,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
stellina-pizzeria-dc,Stellina Pizzeria,pending,70,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sticky-fingers-bakery-dc,Sticky Fingers Bakery,pending,171,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
stk-steakhouse-dc,STK Steakhouse DC,pending,67,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
stone-s-cove-kitbar-herndon-va-dc-metro,Stone's Cove Kitbar,pending,136,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
stoneys-dc,Stoney's,pending,63,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
stracci-pizza-alexandria-va,Stracci Pizza,pending,21,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-stupid-good-bbq-springfield-va,Stupid Good BBQ,pending,101,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
subway,Subway,pending,25,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
succotash-dc,Succotash,pending,111,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-sudhouse-dc-washington-dc,Sudhouse DC,pending,34,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
suga-and-spice-hyattsville-md-dc-metro,Suga & Spice,pending,91,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
summer-house-santa-monica-bethesda-md-dc-metro,Summer House Santa Monica,pending,88,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-sunflower-vegetarian-restaurant-vienna-va,Sunflower Vegetarian Restaurant,pending,211,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
supra-dc,Supra,pending,88,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sura-dc,Sura,pending,20,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
surfside-washington-dc-dc-metro,Surfside,pending,118,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
susheria-washington-dc-dc-metro,Susheria,pending,61,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sushi-hachi-dc,Sushi Hachi,pending,96,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-sushi-jin-10687259039,Sushi Jin,pending,66,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sushi-nakazawa-dc,Sushi Nakazawa,pending,0,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sushi-ogawa-dc,Sushi Ogawa,pending,80,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sushi-oishii-ayce-vienna-va-dc-metro,Sushi Oishii AYCE,pending,12,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sushi-taro-dc,Sushi Taro,pending,56,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
swahili-village-dc,Swahili Village DC,pending,108,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sweet-crimes-bakery-dc,Sweet Crimes Bakery,pending,113,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sweet-leaf-arlington,Sweet Leaf Cafe,pending,174,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sweet-leaf-mclean-dc-metro,Sweet Leaf McLean,pending,123,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sweetfrog,sweetFrog,pending,103,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sweetgreen-dc,sweetgreen,pending,124,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
sweetwater-tavern-falls-church-va-dc-metro,Sweetwater Tavern,pending,51,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
swizzler-dc,Swizzler,pending,20,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taberna-del-alabardero-washington-dc-dc-metro,Taberna del Alabardero,pending,201,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taco-bamba,Taco Bamba,pending,106,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taco-bamba-ballston-dc-metro,Taco Bamba Ballston,pending,74,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taco-bamba-city-ridge,Taco Bamba City Ridge,pending,107,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taco-bamba-fair-lakes-dc-metro,Taco Bamba Fair Lakes,pending,78,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taco-bamba-gaithersburg-dc-metro,Taco Bamba Gaithersburg,pending,78,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taco-bamba-herndon-dc-metro,Taco Bamba Herndon,pending,78,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taco-bamba-rockville-dc-metro,Taco Bamba Rockville,pending,77,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taco-bamba-shirlington-dc-metro,Taco Bamba Shirlington,pending,74,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taco-bamba-springfield-dc-metro,Taco Bamba Springfield,pending,75,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taco-bamba-sterling-dc-metro,Taco Bamba Sterling,pending,80,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taco-bamba-vienna-dc-metro,Taco Bamba Vienna,pending,76,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taco-bell,Taco Bell,pending,107,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-taco-cantina-dc-mexican-grill-washington-dc,Taco Cantina DC Mexican Grill,pending,66,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taco-chinoz-and-bar-centreville-va-dc-metro,Taco Chinoz & Bar,pending,56,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
tacombi-bethesda-md,Tacombi Bethesda,pending,16,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-tacos-a-la-madre-college-park-college-park-md,Tacos a la Madre - College Park,pending,60,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-tacos-don-perez-8504662317,Tacos Don Perez,pending,34,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
takoda-beer-garden-and-rooftop-bar-washington-dc-dc-metro,TAKODA Beer Garden & Rooftop Bar,pending,29,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-takumi-falls-church-va,Takumi,pending,84,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
takumi-navy-yard-dc,Takumi Japanese Bistro & Bar Navy Yard,pending,98,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-talia-s-cuzina-kensington-md,Talia's Cuzina,pending,54,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
talkin-tacos-washington-dc-washington-dc-dc-metro,Talkin' Tacos Washington DC,pending,85,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
tamashaa-modern-indian-restaurant-and-cocktail-bar-washington-dc-dc-metro,Tamashaa - Modern Indian Restaurant & Cocktail Bar,pending,63,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-tampico-grill-laurel-md,Tampico Grill,pending,58,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
tandoori-nights-gaithersburg-dc-metro,Tandoori Nights Gaithersburg,pending,118,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-tap99-washington-dc,Tap99,pending,49,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
tapori-dc,Tapori,pending,39,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taqueria-al-lado-h-street-dc,Taqueria Al Lado H Street,pending,43,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taqueria-habanero-dc,Taqueria Habanero,pending,49,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taqueria-los-perez-washington-dc-dc-metro,Taqueria Los Perez,pending,92,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
taqueria-los-primos-washington-dc-dc-metro,Taqueria Los Primos,pending,68,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-taqueria-xochi-u-street-washington-dc,Taqueria Xochi - U street,pending,100,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
tasty-kabob-tysons-va,Tasty Kabob Tysons,pending,8,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-tasty-nook-12663327602,Tasty Nook Cafe,pending,166,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
tatte-dc,Tatte Bakery & Cafe,pending,169,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
